Plaque	Well	Starting fly	Death before 29C	Death after 29C	Total live fly	Bloating	Percent Bloating	Number of eggs	Tumor presence	Tumor percent corrected	Percent survival	Comments	RackNo	RackPos	CATNUM	mol weight Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description
14	4H	4	0	0	4	4	1	30		0	1		14	4H	SMl0993	624.781	MK-677	N-[1(R)-1,2-Dihydro-1-methanesulfonylspiro-3H-indole-3,4'-piperidin)-1'-yl]carbonyl-2-(phenylmethoxy)-ethyl-2-amino-2-methylpropanamide	Cytokines		Agonist	ghrelin	MK-677 is a potent, non-peptide ghrelin receptor agonist
14	5A	3	0	0	3	3	1	25		0	1		14	5A	R108	277.21081	Ro 41-0960	2'-Fluoro-3,4-dihydroxy-5-nitrobenzophenone	Neurotransmission	Enzyme	Inhibitor	COMT	Specific, reversible, orally-active COMT-inhibitor
14	5B	4	0	3	1	1	1	15		0	0.25		14	5B	R115	840.11354	Reactive Blue 2	Basilen blue E-3G	P2 Receptor		Antagonist	P2Y	P2Y receptor antagonist; most potent antagonist for ATP-activated channels
14	5C	4	0	2	2	1	0.5	40		0	0.5		14	5C	R116	234.20105	Riluzole	2-Amino-6-(trifluoromethoxy)-benzothiazole	Glutamate		Antagonist	Release	Glutamate release inhibitor; anticonvulsant
14	5D	5	0	3	2	1	0.5	20	2	1	0.4		14	5D	H8664	318.4603	Steviol	(4alpha)-13-Hydroxykaur-16-en-18-oic acid	Ion Channels		Inhibitor	hOAT1/hOAT3	Inhibits human organic ion transporters OAT1 and OAT3, targets important for studying renal clearance of drugs.
14	5E	4	0	3	1	1	1	20		0	0.25		14	5E	R121	497.33307	S(+)-Raclopride L-tartrate		Dopamine		Antagonist	D2	Selective D2 dopamine receptor antagonist
14	5F	4	0	3	1	0	0	15	1	1	0.25	1 mouche est morte et bloating	14	5F	SML0597	610.75709	Daurisoline	(-)-Daurisoline, (1R)-1,2,3,4-Tetrahydro-1-[[4-hydroxy-3-[4-[[(1R)-1,2,3,4-tetrahydro-6,7-dimethoxy-2-methyl-1-isoquinolinyl]methyl]phenoxy]phenyl]methyl]-6-methoxy-2-methyl-7-isoquinolinol, (R,R)-Daurisoline, O7-Demethyldauricine	Ion Channels		Modulator		Daurisoline is antiarrythmic, anti-inflammatory, neuron-protective; and blocks hERG channels.
14	5G	4	0	2	2	0	0	30	2	1	0.5		14	5G	R134	180.25182	Rilmenidine hemifumarate	"N-(Dicyclopropylmethyl)-4,5-dihydro-2-oxazolamine;
Oxaminozoline"	Imidazoline		Agonist	I1	Selective I1 imidazoline receptor agonist.
14	5H	4	0	0	4	4	1	35		0	1		14	5H	T6950	290.17558	Tizanidine hydrochloride	5-Chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine hydrochloride	Adrenoceptor		Agonist	alpha2	"alpha2-adrenoceptor agonist.
"
14	6A	4	0	0	4	4	1	35		0	1		14	6A	R140	381.28626	Ro 04-6790 dihydrochloride	4-Amino-N-[2,6-bis(methylamino)-4-pyrimidinyl]-benzenesulfonamide dihydrochloride	Serotonin		Antagonist	5-HT6	Selective 5-HT6 serotonin receptor antagonist.
14	6B	4	0	2	2	2	1	20		0	0.5	1 mouche est morte et bloating	14	6B	S0278	308.82977	(±)-Sotalol hydrochloride	N-(4-[1-Hydroxy-2-(isopropylamino)ethyl]phenyl)methanesulfonamide hydrochloride	Adrenoceptor		Antagonist	beta	Potent beta-adrenoceptor antagonist, a class III antiarrythmic; prolongs the action potential and increases the refractory period
14	6C	4	0	2	2	2	1	20		0	0.5		14	6C	S0441	287.74848	SB-366791	Vanilloid receptor-1 antagonist	Vanilloid		Antagonist	VR1	Vanilloid receptor-1 (VR1) antagonist
14	6D	4	0	2	2	2	1	20		0	0.5		14	6D	D5446	254.24455	"7,8-Dihydroxyflavone hydrate
"	7,8-Dihydroxy-2-phenyl-4H-1-benzopyran-4-one	"
 Cytokines, Growth Factors and Hormones
"		Agonist	"

TrkB
"	Selective TrkB receptor agonist
14	6E	4	0	1	3	2	0.666666667	15		0	0.75		14	6E	S0752	167.20946	(±)-Synephrine	4-hydroxy-alpha-(methylaminomethyl)benzyl alcohol	Adrenoceptor		Agonist	alpha	alpha-Adrenoceptor agonist; vasoconstrictor
14	6F	4	0	2	2	2	1	15		0	0.5	1 mouche est morte et bloating	14	6F	S0758	314.36843	Sulfaphenazole	4-Amino-N-(1-phenyl-1H-pyrazol-5-yl)-benzenesulfonamide	Multi-Drug Resistance	Enzyme	Inhibitor	Cytochrome P4502C	Antibacterial; inhibitor of cytochrome P4502C enzymes
14	6G	4	0	1	3	3	1	15		0	0.75		14	6G	SML0720	236.27251	Methazolamide	5-Acetylimino-4-methyl-·2-1,3,4-thiadiazoline-2-sulfonamide, N-(4-Methyl-2-sulfamoyl-?2-1,3,4-thiadiazolin-5-ylidene) acetamide, L 584601, N-[5-(Aminosulfonyl)-3-methyl-1,3,4-thiadiazol-2(3H)-ylidene]acetamide	Enzyme Inhibitors	Enzyme	Inhibitor	Carbonic anhydrase	Methazolamide is a cell-permeable and potent carbonic anhydrase (CA) inhibitor.
14	6H	4	0	0	4	4	1	30		0	1		14	6H	S1438	372.41849	Sulindac sulfone	(Z)-5-Fluoro-2-methyl-1-[p-(methylsulfonyl)benzylidene]indene-3-acetic acid	Prostaglandin	Enzyme	Inhibitor		Non-steroidal anti-inflammatory compound (NSAID); metabolite of sulindac
14	7A	4	0	0	4	2	0.5	35		0	1		14	7A	A6733	678.49338	Auranofin	SKF 39162, 1-Thio-ß-D-glucopyranosatotriethylphosphine gold-2,3,4,6-tetraacetate, 3,4,5-Triacetyloxy-6-(acetyloxymethyl) oxane-2-thiolate triethylphosphanium	Phosphrylation	"Enzyme
"	Inhibitor		 Inhibits the release of inflammatory mediators from human macrophages, basophils, and pulmonary mast cells. Inhibits 5-lipoxygenase in human neutrophils. Is a potent inhibitor of selenoenzyme thioredoxin reductase (TrxR).   Auranofin inhibits IKB kin...
14	7B	4	0	2	2	2	1	20		0	0.5	1 mouche est morte et bloating	14	7B	SML0752	369.33787	(+)-CP-99994 dihydrochloride	(2S,3S)-3-(2-Methoxybenzylamino)-2-phenylpiperidine dihydrochloride, CP-99,994, CP-99994, CP99,994, CP99994	Tachykinins		Antagonist	NK-1	(+)-CP-99994 is a selective neurokinin (NK)-1 tachykinin antagonist.
14	7C	4	0	3	1	1	1	10		0	0.25		14	7C	SMl1003	384.92855	K145 hydrochloride    	3-(2-Amino-ethyl)-5-[3-(4-butoxyl-phenyl)-propylidene]-thiazolidine-2,4-dione hydrochloride	Kinase Phosphatase	Enzyme	Inhibitor	SphK2	K145 (3-(2-amino-ethyl)-5-[3-(?4-butoxyl-phenyl)-propyli?dene]-thiazolidine-2,4-di?one) is a selective inhibitor of sphingosine kinase-2 (SphK2) and an anticancer agent
14	7D	4	1	2	1	1	1	20		0	0.333333333		14	7D	S1875	384.27319	(-)-Scopolamine hydrobromide	Hyoscine hydrobromide	Cholinergic		Antagonist	Muscarinic	Cholinergic receptor antagonist; isolated from members of the Solanaceae family
14	7E	4	1	2	1	1	1	10		0	0.333333333	1 mouche est morte et bloating	14	7E	T2952	317.43194	Tetrabenazine	9,10-Dimethoxy-1,3,4,6,7,11b-hexahydro-3-isobutyl-2H-benzo[a]quinolizin-2-one	Neurotransmission	Enzyme	Inhibitor	VMAT	Reversible type 2 vesicular monoamine transporter (VMAT) inhibitor. It depletes dopamine stores.
14	7F	4	0	2	2	2	1	15		0	0.5		14	7F	S2201	111.53147	Semicarbazide hydrochloride	Hydrazine carboxamide hydrochloride	Neurotransmission	Enzyme	Inhibitor	MAO	Monoamine oxidase (MAO) inhibitor
14	7G	4	0	1	3	3	1	15		0	0.75		14	7G	S2250	380.40118	(-)-Scopolamine methyl nitrate	Hyoscine methyl nitrate	Cholinergic		Antagonist	Muscarinic	Competitive muscarinic acetylcholine receptor antagonist
14	7H	4	1	0	3	3	1	20		0	1		14	7H	A9861	298.38539	Auraptene	"7-[[(2E)-3,7-dimethyl-2,6-octadien-1-yl]oxy]-2H-1-benzopyran-2-one, 7-Geranyloxycoumarin, Aurapten
"	Cell Signaling		Modulator/Inhibitor	ACAT	Auraptene is an estrogen receptor modulator that also acts as an ACAT inhibitor
14	8A	4	0	0	4	4	1	10		0	1		14	8A	S2501	254.63249	Spermidine trihydrochloride	N-(3-Aminopropyl)-1,4-butanediamine trihydrochloride	Glutamate		Ligand	NMDA-Polyamine	Binds to the polyamine modulatory site of the NMDA glutamate receptor
14	8B	4	0	2	2	2	1	30		0	0.5		14	8B	S2812	449.64193	SNC80	(+)-4-[(alphaR)-alpha-((2S,5R)-4-Allyl-2,5-dimethyl-1-piperazinyl)-3-methoxybenzyl]-N,N-diethylbenzamide	Opioid		Agonist	delta	delta Opioid receptor agonist
14	8C	4	0	2	2	2	1	45		0	0.5		14	8C	S2816	398.73057	SKF 83959 hydrobromide	6-chloro-7,8-dihydroxy-3-methyl-1-(3-methylphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide	Dopamine		Agonist	D1	Atypical D1 dopamine receptor agonist; displays antagonist activity in vitro and agonist activity in vivo
14	8D	4	1	0	3	3	1	25		0	1		14	8D	S2876	348.1894	Spermine tetrahydrochloride	N,N'-bis(3-Aminopropyl)-1,4-butanediamine tetrahydrochloride	Glutamate		Antagonist	NMDA-Polyamine	Binds to the polyamine modulatory site of the NMDA glutamate receptor, attenuating both NMDA and quisqualate mediated responses in vivo.
14	8E	4	0	2	2	2	1	30		0	0.5		14	8E	SML1011	235.3	INDY    	(1Z)-1-(3-ethyl-5-hydroxy-2(3H)-benzothiazolylidene)-2-propanone	Kinase/Phosphotase	Enzyme	Inhibitor	Dyrk1A and Dyrk1B	INDY is a potent inhibitor of Dyrk1A and Dyrk1B (dual-specificity tyrosine-phosphorylation-?egulated kinase 1). 
14	8F	4	0	3	1	1	1	5		0	0.25		14	8F	S3065	331.76128	SC 19220	2-acetylhydrazide 10(11H)-carboxylic acid	Prostaglandin		Antagonist	EP1	EP1 Prostanoid receptor antagonist
14	8G	4	0	1	3	2	0.666666667	30		0	0.75		14	8G	SML0246	495.08293	Tirofiban hydrochloride monohydrate 	L 700462 MK 383 N-(butylsulfonyl)-O-[4-(4-piperidinyl)butyl]-L-tyrosine 	Cell Signaling	Enzyme	inhibitor	glycoprotein IIb/IIIa inhibitor	Tirofiban hydrochloride is a potent non-peptide, glycoprotein IIb/IIIa inhibitor
14	8H	4	0	0	4	2	0.5	25		0	1		14	8H	A8231	434.28496	AGK2	2-Cyano-3-[5-(2,5-dichlorophenyl)-2-furanyl]-N-5-quinolinyl-2-propenamide	Gene Regulation	Enzyme	Inhibitor	SIRT2	SIRT2 inhibitor. AGK2 rescues dopamine neurons from a-synuclein toxicity in Parkinson's disease models.
14	9A	4	0	2	2	2	1	20		0	0.5		14	9A	S7947	211.19735	Stattic	6-Nitrobenzo[b]thiophene-1,1-dioxide	Gene Regulation	Enzyme	Inhibitor	STAT3	Irreversible STAT3 activation inhibitor.
14	9B	4	0	0	4	4	1	20		0	1		14	9B	O2139	417.63751	N-Oleoyldopamine	OLDA	Neurotransmission		Ligand	CB1	Endogenous vanilloid; weak CB1 cannabinoid receptor ligand.
14	9C	4	0	3	1	1	1	15		0	0.25		14	9C	S3378	416.58424	Spironolactone		Hormone		Antagonist	Mineralocorticoid	Competitive antagonist of the cytoplasmic aldosterone receptor; diuretic
14	9D	4	0	3	1	1	1	35		0	0.25		14	9D	S4063	348.26693	SCH-202676 hydrobromide	N-(2,3-diphenyl-1,2,4-thiadiazol-5-(2H)-ylidene)methanamine hydrobromide	G protein		Modulator	GPCR	Allosteric agonist and antagonist of G protein coupled receptors (GPCRs)
14	9E	4	1	0	3	3	1	10		0	1		14	9E	S4250	105.09414	D-Serine	R(-)-2-Amino-3-hydroxypropionic acid	Glutamate		Agonist	NMDA-Glycine	Glycine mimic active at the strychnine-insensitive glycine binding site associated with the NMDA glutamate receptor as well as the inhibitory post-synaptic glycine receptor
14	9F	4	0	3	1	0	0	15	1	1	0.25		14	9F	S5013	576.71198	Albuterol hemisulfate	Salbutamol hemisulfate	Adrenoceptor		Agonist	beta2	beta Adrenoceptor agonist
14	9G	4	0	3	1	1	1	25		0	0.25	1 mouche est GIGA-bloating	14	9G	S5890	367.79188	Sanguinarine chloride	13-Methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i] phenanthridinium chloride	Ion Pump		Inhibitor	Na+/K+ ATPase	Inhibitor of Mg2+ and Na+/K+-ATPase; isolated from the leaves and stems of Macleaya cordata and microcarpa
14	9H	4	0	0	4	2	0.5	25		0	1		14	9H	T7080	351.47102	Tazarotene	"6-[(3,4-Dihydro-4,4-dimethyl-2H-1-benzothiopyran-6-yl)ethynyl]-3-pyridinecarboxylic acid ethyl ester, AGN-190168, ethyl 6-[2-(4,4-dimethylthiochroman-6-yl)ethynyl] nicotinate
"	Cell Biology		Inducer	TIG3	Tazarotene induces the expression of tazarotene-induced gene 3 (TIG3), a tumor suppressor gene
14	10A	5	0	0	5	2	0.4	20		0	1		14	10A	I5409	395.42147	IRAK-1/4 Inhibitor I	1-(2-(4-Morpholinyl)ethyl)-2-(3-nitrobenzoylamino)benzimidazole	Phosphorylation	Enzyme	Inhibitor	IRAK-1/4	A novel benzimidazole that is a potent inhibitor of interleukin-1 receptor-associated kinases 1/4 (IRAK 1/4).
14	10B	4	0	3	1	1	1	15		0	0.25		14	10B	S7389	388.96043	SB 269970 hydrochloride	[R]-3-[2-(2-[4-Methyl-piperidin-1-yl]ethyl)pyrrolidine-1-sulfonyl]phenol hydrochloride	Serotonin		Antagonist	5-HT7	Selective 5-HT7 serotonin receptor antagonist
14	10C	4	0	2	2	2	1	30		0	0.5		14	10C	S7395	431.94194	Spiperone hydrochloride	R 5147 hydrochloride; Spiroperidol hydrochloride	Dopamine		Antagonist	D2	Selective D2 dopamine receptor antagonist.
14	10D	4	0	2	2	0	0	15	2	1	0.5		14	10D	C1494	257.26687	Carmofur	"1-Hexylcarbamoyl-5-fluorouracil, HCFU
"	Apoptosis				"Carmofur is a derivative of fluorouracil, an antimetabolite used as an antineoplastic agent.
"
14	10E	4	1	1	2	2	1	25		0	0.666666667		14	10E	S7771	341.43226	(-)-Sulpiride	(-)-5-Aminosulfonyl-N-[(1-ethyl-2-pyrrolidinyl)methyl]-2-methoxybenzamide	Dopamine		Antagonist	D2	D2 dopamine receptor antagonist; antipsychotic
14	10F	4	0	1	3	0	0	35	3	1	0.75		14	10F	T7205	200.17093	Tegafur	"5-Fluoro-1-(tetrahydro-2-furyl)uracil, Ftorafur
"	Apoptosis				Tegafur is a pro-drug of 5-fluorouracil, an antimetabolite used as an antineoplastic agent
14	10G	4	0	1	3	2	0.666666667	20		0	0.75		14	10G	S7882	440.38155	(-)-Scopolamine,n-Butyl-, bromide	Butylscopolamine bromide	Cholinergic		Antagonist	Muscarinic	Cholinergic receptor antagonist
14	10H	4	1	0	3	3	1	10		0	1		14	10H	S7936	330.40861	SB 205384	4-Amino-7-hydroxy-2-methyl-5,6,7,8-tetrahydrobenzo[b]thieno[2,3-b]pyridine-3-carboxylic acid but-2-ynyl ester	GABA		Modulator	GABA-A	GABA-A receptor modulator selective for the alpha3beta2gamma2 subunit combination
14	11A	3	0	0	3	3	1	20		0	1		14	11A	S8010	341.43226	(±)-Sulpiride	(±)-5-(Aminosulfonyl)-N-[(1-ethyl-2-pyrrolidinyl)methyl]-2-methoxybenzamide	Dopamine		Antagonist	D2	D2 Dopamine receptor antagonist; antipsychotic
14	11B	4	0	0	4	3	0.75	20		0	1		14	11B	SMl0842	410.2757	CRANAD 2    	(T-4)-[(1E,6E)-1,7-bis[4-(dimethylamino)phenyl]-1,6-heptadiene-3,5-dionato-?O3,?O5]difluoroboron	Alzheimer's disease		fluorescent probe	Aß plaque	CRANAD 2 is a near-infrared (NIR) Aß plaque-specific fluorescent probe. 
14	11C	4	0	1	3	2	0.666666667	15		0	0.75		14	11C	S8139	356.41909	Sulindac	(Z)-5-Fluoro-2-methyl-1-[[4-(methyl-sulfinyl)phenyl]methylene]-1H-indene-3-acetic acid	Prostaglandin	Enzyme	Inhibitor	COX	COX inhibitor; Anti-inflammatory
14	11D	4	0	1	3	3	1	15		0	0.75		14	11D	S8251	361.3122	Succinylcholine chloride		Cholinergic		Antagonist	Nicotinic	Nicotinic acetylcholine receptor antagonist.
14	11E	4	0	2	2	2	1	35		0	0.5		14	11E	I7160	296.32582	IMS2186	3-[1-(3-Hydroxy-4-methoxyphenyl)-meth-(E)-ylidene]-6-methyl-chroman-4-one	Cell Cycle		Inhibition	G2	IMS2186 is an anti-proliferative and anti-angiogenic. The proposed mechanism action, under investigation, is blocking the cell cycle at G2 and inhibition of the production of PGE2/TNF-a. 
14	11F	4	0	3	1	1	1	15		0	0.25		14	11F	SML0209	407.49497	ANA-12 	 N-[2-[[(Hexahydro-2-oxo-1H-azepin-3-yl)amino]carbonyl]phenyl]-benzo[b]thiophene-2-carboxamide 	Cytokines			TrkB	 ANA-12 is a TrkB ligand that prevents activation of the receptor by BDNF with a high potency
14	11G	4	0	1	3	3	1	35		0	0.75		14	11G	S8442	238.29163	SU 5416	"1,3-Dihydro-3-[(3,5-dimethyl-1H-pyrrol-2-yl)
methylene]-2H-indol-2-one"	Phosphorylation		Inhibitor	VEGFR PTK	Potent and selective VEGFR PTK inhibitor; inhibits VEGF-induced angiogenesis
14	11H	3	0	0	3	3	1	15		0	1		14	11H	S8502	398.30028	(-)-Scopolamine methyl bromide	Hyoscine methyl bromide	Cholinergic		Antagonist	Muscarinic	Competitive muscarinic acetylcholine receptor antagonist
15	2A	4	0	0	4	4	1	25		0	1		15	2A	S8567	264.32987	SU 4312	3-(4-Dimethylaminobenzylidenyl)-2-indolinone	Phosphorylation	Enzyme	Inhibitor	KDR	Vascular endothelial growth factor (VEGF) receptor protein tyrosine kinase 1/2 (KDR) and platelet derived growth factor (PDGF) receptor inhibitor
15	2B	4	0	0	4	3	0.75	40		0	1		15	2B	S8688	415.49068	SR 59230A oxalate	3-(2-ethylphenoxy)-1[(1S)-1,2,3,4-tertahydronaphth-1-ylamino]-(2S)-2-propanol oxalate	Adrenoceptor		Antagonist	beta3	beta3-Adrenoceptor antagonist
15	2C	4	0	2	2	1	0.5	35	1	0.5	0.5		15	2C	SML0275	330.35032	rac BHFF 	(5,7-Bis(1,1-dimethylethyl)-3-hydroxy-3(trifluoromethyl) -2(3H)-benzofuranone, 5,7-Di-tert-butyl-3-hydroxy-3-trifluoromethyl-3H-benzofuran-2-one 	Neurotransmission		modulator	GABA-B	rac BHFF is an orally active, potent and selective positive allosteric modulator of GABA-B
15	2D	4	0	3	1	1	1	35		0	0.25		15	2D	Z1252	897.18588	Zofenopril calcium	"(4S)-1-[(2S)-3-(benzoylthio)-2-methyl-1-oxopropyl]-4-(phenylthio)-L-proline calcium salt
"	Angiotensin	Enzyme	Inhibitor	ACE	Zofenopril is a long-lasting, lipophilic ACE inhibitor
15	2E	4	0	1	3	3	1	45		0	0.75		15	2E	S9186	213.24097	SIB 1757	6-Methyl-2-(phenylazo)-3-pyridinol	Glutamate		Antagonist	mGluR5	Highly selective mGlu5 metabotropic glutamate receptor antagonist
15	2F	4	0	1	3	3	1	25		0	0.75	1 mouche est morte et bloating	15	2F	S9311	195.26641	SIB 1893	(E)-2-Methyl-6-[2-phenylethenyl]pyridine	Glutamate		Antagonist	mGluR5	Selective and noncompetitive antagonist of mGlu5 metabotropic glutamate receptor
15	2G	4	0	1	3	3	1	35		0	0.75		15	2G	SML0679	220.15888	Danshensu sodium salt	(R)-a,3,4-Trihydroxy-benzenepropanoic acid sodium salt, (R)-(+)-3-(3,4-Dihydroxyphenyl)lactic acid, 3-(3',4'-Dihydroxyphenyl)-(2R)-lactic acid sodium salt, DS 182, Dan Shen Su, Dan shen suan A, Salianic acid A, Salvianic acid A	Cell Stress		Cardioprotectant		Suppresses the formation of reactive oxygen species, inhibits platelet adhesion and aggregation, and protects myocardium against ischemia.
15	2H	4	1	0	3	2	0.666666667	20		0	1		15	2H	S006	545.52616	Ketanserin tartrate	R 41468	Serotonin		Antagonist	5-HT2	Selective 5-HT2 serotonin receptor blocker
15	3A	4	0	0	4	3	0.75	35		0	1		15	3A	S008	228.72394	1-(2-Methoxyphenyl)piperazine hydrochloride	2-MPP hydrochloride	Serotonin		Agonist	5-HT1 > 5-HT2	Selective 5-HT1 serotonin receptor agonist
15	3B	4	0	3	1	0	0	25	2	2	0.25	1 mouche est morte et bloating	15	3B	S009	349.40249	PAPP	LY-165,163; p-Aminophenethyl-m-trifluoromethylphenyl piperazine	Serotonin		Agonist	5-HT1A	Selective 5-HT1A serotonin receptor agonist
15	3C	4	1	1	2	1	0.5	30		0	0.666666667	1 mouche est morte et bloating	15	3C	D9571	438.50342	Dolasetron mesylate hydrate 	"Anzemet hydrate, Dolasetron methanesulfonate hydrate
"	Serotonergics		Antagonist	5-HT3	Dolasetron mesylate hydrate is a highly specific and selective serotonin 5-HT3 receptor antagonist,
15	3D	4	1	1	2	2	1	60		0	0.666666667		15	3D	S106	368.23301	SR-95531	2-(3-Carboxypropyl)-3-amino-6-(4-methoxyphenyl)pyridazinium bromide	GABA		Antagonist	GABA-A	Specific GABA-A receptor antagonist; does not affect GABA-transaminase or glutamate-decarboxylase activities.
15	3E	4	0	3	1	0	0	40	0	0	0.25		15	3E	S143	370.67639	(±)-6-Chloro-PB hydrobromide	(±)-SKF-81297 hydrobromide	Dopamine		Agonist	D1	D1 dopamine receptor agonist
15	3F	4	1	1	2	2	1	35		0	0.666666667		15	3F	B6436	223.23056	L-Beta-threo-benzyl-aspartate	(2S,3S)-2-Amino-3-benzylsuccinic acid	Neurotransmission		Antagonist	EAAT3	Preferential EAAT3 excitatory amino acid transporter inhibitor.
15	3G	4	0	0	4	3	0.75	15		0	1		15	3G	S2671	1429.18883	Suramin sodium salt		P2 Receptor		Antagonist	P2X, P2Y	P2X and P2Y receptor antagonist; antiparasitic; anti-tumor agent
15	3H	4	0	1	3	2	0.666666667	50		0	0.75		15	3H	S153	205.22092	SQ 22536	9-(Tetrahydro-2-furanyl)-9H-purin-6-amine	Cyclic Nucleotides	Enzyme	Inhibitor	Adenylyl cyclase	Adenylyl cyclase inhibitor
15	4A	4	0	0	4	4	1	15		0	1		15	4A	S154	237.21972	Sepiapterin	S(-)-2-Amino-7,8-dihydro-6-(2-hydroxy-1-oxopropyl)-4(1H)-pteridione	Nitric Oxide	Enzyme	Cofactor	NOS	Cofactor of nitric oxide synthase; intracellularly converted to tetrahydrobiopterin .
15	4B	4	0	2	2	1	0.5	20	2	1	0.5		15	4B	A2729	369.48644	Amisulpride	DAN-2163, Deniban, 4-Amino-N-[(1-ethyl-2-pyrrolidinyl)methyl]-5-(ethylsulfonyl)-2-methoxybenzamide	Dopamine		Antagonist	D2/D3	selective D2/D3 dopamine receptor antagonist and atypical antipsychotic
15	4C	4	0	3	1	0	0	35	1	1	0.25		15	4C	S168	376.29669	(±)-SKF 38393, N-allyl-, hydrobromide	(±)-7,8-Dihydroxy-3-allyl-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide	Dopamine		Agonist	D1	D1 dopamine receptor agonist.
15	4D	4	0	3	1	1	1	25	1	1	0.25		15	4D	S174	337.24904	SDZ-205,557 hydrochloride	4-Amino-5-chloro-2-methoxy-benzoic acid 2-(diethylamino)ethyl ester hydrochloride	Serotonin		Antagonist	5-HT4	Potent and selective 5-HT4 serotonin receptor antagonist
15	4E	4	0	2	2	2	1	15		0	0.5	1 mouche est morte et bloating	15	4E	S180	328.80424	SB 206553 hydrochloride	"N-3-Pyridinyl-
3,5-dihydro-5-methyl-benzo[1,2-b:4,5-b']dipyrrole-1(2H)-carboxamide hydrochloride"	Serotonin		Antagonist	5-HT2C/5-HT2B	Potent 5-HT2C/5-HT2B serotonin receptor antagonist
15	4F	4	0	3	1	1	1	30		0	0.25	1 mouche est morte et bloating	15	4F	G3796	348.87915	Granisetron hydrochloride	1-Methyl-N-[(3-endo)-9-methyl-9-azabicyclo[3.3.1]non-3-yl]-1H-indazole-3-carboxamide hydrochloride	Serotonin		Antagonist	5-HT3	serotonin 5-HT3 receptor antagonist and antiemetic
15	4G	4	0	2	2	0	0	25	2	1	0.5		15	4G	T0254	204.23049	L-Tryptophan	S(-)-1-alpha-Aminoindole-3-propionic acid	Serotonin		Precursor		Antidepressant; precursor of serotonin
15	4H	4	0	0	4	4	1	25		0	1		15	4H	T0318	327.33989	Tranilast	SB-252218	Leukotriene	Enzyme	Inhibitor	LTC4	Inhibits LTC4 and PGE2 formation but does not inhibit cyclooxygenase or lipoxygenase activity; anti-asthma drug
15	5A	4	0	0	4	3	0.75	45		0	1		15	5A	T0410	364.8945	Tiapride hydrochloride	N-(2-[Diethylamino]ethyl)-5-(methylsulfonyl)-o-anisamide hydrochloride	Dopamine		Antagonist	D2/D3	D2 and D3 dopamine receptor antagonist; antipsychotic
15	5B	4	0	2	2	0	0	55	2	1	0.5		15	5B	T0625	125.14699	Taurine	2-Aminoethanesulfonic acid	Glycine		Agonist		Non-selective endogenous agonist at glycine receptors
15	5C	4	0	3	1	1	1	25		0	0.25		15	5C	F4429	326.83193	FAUC 213	2-[4-(4-Chlorophenyl)piperazin-1-ylmethyl]pyrazolo[1,5-a]pyridine	Dopamine		Antagonist	D4	Highly selective D4 dopamine receptor full antagonist
15	5D	4	0	2	2	2	1	20		0	0.5		15	5D	T0891	270.35286	Tolbutamide		Hormone		Releaser	Insulin	Oral hypoglycemic agent; stimulates pancreatic islet cells to secrete insulin
15	5E	4	1	1	2	2	1	40		0	0.666666667		15	5E	T1132	296.5403	Tetraethylthiuram disulfide	Disulfiram	Biochemistry	Enzyme	Inhibitor	Alcohol Dehydrogenase	Alcohol dehydrogenase inhibitor
15	5F	4	0	2	2	2	1	15		0	0.5		15	5F	T1443	402.06636	TCPOBOP	1,4-Bis-[2-(3,5-dichloropyridyloxy)]benzene	Transcription		Agonist	CAR	Constitutive androstane receptor (CAR) agonist; most potent known member of the phenobarbital-like class of CYP-inducing agents
15	5G	4	0	2	2	2	1	25		0	0.5		15	5G	T1505	342.36144	Tetraisopropyl pyrophosphoramide	iso-OMPA	Biochemistry	Enzyme	Inhibitor	Butyrylcholinesterase	Selective inhibitor of butyrylcholinesterase
15	5H	4	0	0	4	3	0.75	25		0	1		15	5H	T1512	240.75666	Tetramisole hydrochloride	(±)-2,3,5,6-Tetrahydro-6-phenylimidazo[2,1-b]thiazole hydrochloride	Phosphorylation	Enzyme	Inhibitor	Phosphatase	Inhibits various mammalian alkaline phosphatases (i.e., liver, kidney, placenta, bone and tumor)
15	6A	4	1	1	2	1	0.5	25	2	1	0.666666667		15	6A	T1516	337.93714	Trihexyphenidyl hydrochloride		Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist; centrally acting anticholinergic
15	6B	4	0	2	2	1	0.5	50	2	1	0.5		15	6B	T1633	179.17983	Theophylline	1,3-Dimethylxanthine	Adenosine		Antagonist	A1 > A2	Selective A1 adenosine receptor antagonist.
15	6C	4	0	2	2	1	0.5	45	2	1	0.5		15	6C	T1694	101.10589	(E)-4-amino-2-butenoic acid	TACA	GABA		Agonist	GABA-C	Potent GABA-C receptor agonist.
15	6D	4	0	2	2	2	1	25		0	0.5	1 mouche est morte et bloating	15	6D	T1698	288.49624	Tetradecylthioacetic acid	TTA	Transcription		Agonist	PPAR-alpha	Peroxisome proliferator-activated receptor (PPAR)-alpha agonist
